"country";"Tercera";"Account_Name";"Account_ID_18";"accCreatedDate";"Opp_18";"oppPrimary_Deal_Services__c";"cupones";"Cash_in_USD"
"PE";"Holiday Home / Apartment";"Vacacionando Paracas";"0014600000ocWeSAAU";"2014-04-29";"00646000004Zd4XAAS";"Vacation Home / Apartment / Condo";1;335.68
"PE";"Home Accessories";"CN INVERSIONES";"0014600000ocY8MAAU";"2013-07-05";"00646000004ZcMSAA0";"Home & Garden  Home Accessory";439;4693.13
"PE";"Home Accessories";"CN INVERSIONES";"0014600000ocY8MAAU";"2013-07-05";"00646000004ZcMTAA0";"Home & Garden  Other";1647;19619.52
"PE";"Home Accessories";"Consorcio Dirtsac  S.A.C.";"0014600000ocXsgAAE";"2017-07-12";"00646000006F5YSAA0";"Home & Garden  Home Accessory";2;32.32
"PE";"Home Accessories";"Crazy Plaza";"0014600000ocYAbAAM";"2013-11-07";"00646000004ZX2nAAG";"Home & Garden  Home Accessory";46;632.27
"PE";"Home Accessories";"Crazy Plaza";"0014600000ocYAbAAM";"2013-11-07";"00646000004ZX2oAAG";"Home & Garden  Home Accessory";60;1447.80
"PE";"Home Accessories";"Eureka Productos";"0014600000ocX4ZAAU";"2016-06-09";"00646000004ZfZpAAK";"Media  Vinyl Records";1;5.50
"PE";"Home Accessories";"FLORIPA TRADING";"0014600000ocY8LAAU";"2013-07-05";"00646000004Zb16AAC";"Home & Garden  Home Accessory";77;917.25
"PE";"Home Accessories";"Geinsa";"0014600000ocXFGAA2";"2014-11-26";"00646000004ZdpAAAS";"Home Improvement  Hand Tools  MultiTools";4;146.49
"PE";"Home Accessories";"INVERSIONES AURORA BOREAL S.A.C.";"0014600000ocY8qAAE";"2013-10-24";"00646000004ZXtIAAW";"Home & Garden  Home Accessory";35;1913.60
"PE";"Home Accessories";"INVERSIONES AURORA BOREAL S.A.C.";"0014600000ocY8qAAE";"2013-10-24";"00646000004ZXtKAAW";"Home & Garden  Home Accessory";429;3648.27
"PE";"Home Accessories";"INVERSIONES LUMISSA";"0014600000ocYLsAAM";"2013-09-09";"00646000004ZbMZAA0";"Home & Garden  Home Accessory";10;121.87
"PE";"Home Accessories";"makiba s.a.c.";"0014600000ocYjxAAE";"2013-10-10";"00646000004ZcXRAA0";"Home & Garden  Home Accessory";96;1169.97
"PE";"Home Accessories";"Megim Peru";"0014600000ocWb8AAE";"2014-03-18";"00646000004ZcraAAC";"Home Accessory";9;79.72
"PE";"Home Accessories";"Mimetika Hogar";"0014600000ocUPdAAM";"2014-02-11";"00646000004ZcfjAAC";"Furniture  Living Room";15;361.95
"PE";"Home Accessories";"MK Business";"0014600000ocY5xAAE";"2013-03-21";"00646000004ZcGKAA0";"Home & Garden  Home Accessory";53;1278.89
"PE";"Home Accessories";"Ojo de Pez";"0014600000ocWZTAA2";"2014-02-25";"00646000004ZcnNAAS";"Paint / Wallpaper";10;119.12
"PE";"Home Accessories";"Panfame";"0014600000ocWh5AAE";"2014-05-29";"00646000004ZdDMAA0";"Furniture  Standard Sofas";1;228.78
"PE";"Home Accessories";"Philips";"0014600000ocYLpAAM";"2013-09-06";"00646000004ZcWEAA0";"Home & Garden  Home Accessory";9;272.15
"PE";"Home Accessories";"Practicosas";"0014600000ocYVKAA2";"2014-01-13";"00646000004ZbEPAA0";"Home & Garden  Home Accessory";166;5297.60
"PE";"Home Accessories";"Practicosas";"0014600000ocYVKAA2";"2014-01-13";"00646000004ZbEQAA0";"Home & Garden  Home Accessory";64;1819.22
"PE";"Home Accessories";"Rapallo";"0014600000ocYU8AAM";"2013-03-14";"00646000004ZcAbAAK";"Home & Garden  Home Accessory";75;1931.32
"PE";"Home Accessories";"Ronny Eduardo Valladares Mayorga";"0014600000ocXJQAA2";"2014-11-26";"00646000004Zdo1AAC";"Home & Garden  Lamps";2;115.46
"PE";"Home Accessories";"Ronny Eduardo Valladares Mayorga";"0014600000ocXJQAA2";"2014-11-26";"00646000004ZdqKAAS";"Home & Garden  Lamps";5;270.32
"PE";"Home Accessories";"Security Digital & Sistemas SAC";"0014600000ocYCFAA2";"2013-11-11";"00646000004ZcXbAAK";"Home & Garden  Home Accessory";40;2810.08
"PE";"Home Accessories";"Security Digital & Sistemas SAC";"0014600000ocYCFAA2";"2013-11-11";"00646000004ZcXdAAK";"Home & Garden  Home Accessory";2;78.80
"PE";"Home Accessories";"Stretto";"0014600000ocYFAAA2";"2013-08-20";"00646000004ZbMKAA0";"Home & Garden  Home Accessory";16;288.34
"PE";"Home Accessories";"Team Graphics SAC";"0014600000ocYD1AAM";"2013-05-16";"00646000004ZcUkAAK";"Home & Garden  Home Accessory";326;3485.10
"PE";"Home Accessories";"VB";"0014600000ocYLvAAM";"2013-09-10";"00646000004ZXstAAG";"Home & Garden  Other";12;182.90
"PE";"Home Textiles";"Bahille";"0014600000ocYkoAAE";"2016-02-11";"00646000004ZfDMAA0";"Home & Garden  Bath Towels";2;24.44
"PE";"Home Textiles";"CAREMA IMPORT SAC";"0014600000ocYKQAA2";"2013-12-12";"00646000004ZcXrAAK";"Home & Garden  Other";2;133.78
"PE";"Home Textiles";"CAREMA IMPORT SAC";"0014600000ocYKQAA2";"2013-12-12";"00646000004ZcXtAAK";"Home & Garden  Other";7;449.92
"PE";"Home Textiles";"Casas & Estilos";"0014600000ocYP6AAM";"2013-06-12";"00646000004ZcV5AAK";"Home & Garden  Other";83;2220.57
"PE";"Home Textiles";"Casas & Estilos";"0014600000ocYP6AAM";"2013-06-12";"00646000004ZcVDAA0";"Home & Garden  Other";55;579.33
"PE";"Home Textiles";"CN INVERSIONES";"0014600000ocY8MAAU";"2013-07-05";"00646000004ZcMUAA0";"Home & Garden  Other";586;6980.59
"PE";"Home Textiles";"CN INVERSIONES";"0014600000ocY8MAAU";"2013-07-05";"00646000004ZcMVAA0";"Home & Garden  Other";336;3068.60
"PE";"Home Textiles";"D MUEBLES";"0014600000ocXmMAAU";"2016-09-20";"00646000004ZfiqAAC";"Home & Garden  Window Treatment  Curtain Rods";13;1145.01
"PE";"Home Textiles";"Inversiones Glean SAC";"0014600000ocWqoAAE";"2015-09-30";"00646000004ZeoGAAS";"Furniture  Bedroom Set";8;2044.02
"PE";"Home Textiles";"Sweet Dreams Home SAC";"0014600000ocXAVAA2";"2014-10-22";"00646000004ZdgsAAC";"Towels / Linens";27;516.60
"PE";"Home Textiles";"Sweet Dreams Home SAC";"0014600000ocXAVAA2";"2014-10-22";"00646000004Zdh1AAC";"Towels / Linens";122;3221.75
"PE";"Home Textiles";"Textil Bonett";"0014600000ocYHBAA2";"2013-11-28";"00646000004ZX33AAG";"Home & Garden  Other";217;5606.41
"PE";"Home Textiles";"Textil Bonett";"0014600000ocYHBAA2";"2013-11-28";"00646000004ZX35AAG";"Home & Garden  Other";104;4027.57
"PE";"Home Textiles";"VB";"0014600000ocYLvAAM";"2013-09-10";"00646000004ZXswAAG";"Home & Garden  Other";360;5013.54
"PE";"Home Textiles";"VB";"0014600000ocYLvAAM";"2013-09-10";"00646000004ZXszAAG";"Home & Garden  Other";66;1207.54
"PE";"Home Textiles";"Yener Electronic";"0014600000ocX61AAE";"2016-06-22";"00646000004ZfadAAC";"Home & Garden  Towels";15;276.73
"PE";"Home Textiles";"ZIPPER";"0014600000ocY6BAAU";"2013-04-26";"00646000004ZcBvAAK";"Home & Garden  Other";2;60.48
"PE";"Horse Back Riding";"Equinoterapia Perú";"0014600000ocX4fAAE";"2016-06-09";"00646000004Zfa9AAC";"Horse Back Riding  Training";32;1077.60
"PE";"Horse Back Riding";"Villa Valeria";"0014600000ocZetAAE";"2016-02-12";"00646000004ZfEFAA0";"Horse Back Riding  Training";33;825.00
"PE";"Hostel";"Qori Kintu Hostal";"0014600000ocWfEAAU";"2014-05-20";"00646000004ZgZhAAK";"Hostel";16;1332.95
"PE";"Hostel";"Tomate Producciones";"0014600000ocY6JAAU";"2013-05-03";"00646000004ZcC2AAK";"Hostel";16;786.21
"PE";"Hotel";"Agustina Suite";"0014600000ocX6qAAE";"2016-07-06";"00646000004ZfaeAAC";"Hotel";1;167.38
"PE";"Hotel";"Apuvilla Luxury Ecolodge";"0014600000ocYkuAAE";"2016-02-10";"00646000004ZfDRAA0";"Hotel";3;502.45
"PE";"Hotel";"Arawi Lima Hotel";"0014600000ocYTcAAM";"2014-01-09";"00646000004ZXpbAAG";"Hotel";15;1204.97
"PE";"Hotel";"Atlantis Hoteles & Casino Cajamarca";"0014600000ocYQUAA2";"2013-03-08";"00646000004ZaN4AAK";"Hotel";17;1159.16
"PE";"Hotel";"Atlantis Hoteles & Casino Cajamarca";"0014600000ocYQUAA2";"2013-03-08";"00646000004ZaN5AAK";"Hotel";2;138.98
"PE";"Hotel";"Baja Canoas Hotel";"0014600000ocULnAAM";"2016-02-01";"00646000004ZfDCAA0";"Hotel";5;511.01
"PE";"Hotel";"Bamboo Lodge Paracas";"0014600000ocXWxAAM";"2015-01-06";"00646000004ZdsiAAC";"Hotel";36;2152.76
"PE";"Hotel";"Bel Air Collection Resort And Spa Riviera Maya - PE";"0014600000ocXzrAAE";"2016-08-19";"00646000004ZfkSAAS";"Hotel";10;6747.24
"PE";"Hotel";"Boomtique - Hotel Boutique Cusco";"0014600000ocXp9AAE";"2015-03-25";"00646000004Ze8bAAC";"Boutique Hotel";8;1045.23
"PE";"Hotel";"Brest Amazon Tarapoto";"0014600000oce4FAAQ";"2015-07-09";"00646000004ZeTzAAK";"Vacation Home / Apartment / Condo";15;634.41
"PE";"Hotel";"Brisas de Mancora";"0014600000ocY5hAAE";"2013-02-11";"00646000004ZbNoAAK";"Hotel";3;990.86
"PE";"Hotel";"Brisas del Mar - Cadena Costa Azul";"0014600000ocUP9AAM";"2014-02-17";"00646000004ZcgcAAC";"Boutique Hotel";40;5962.25
"PE";"Hotel";"Cadena Costa Del Sol";"0014600000ocUP6AAM";"2014-02-11";"00646000004ZcfGAAS";"Hotel";7;492.68
"PE";"Hotel";"Cadena Costa Del Sol";"0014600000ocUPUAA2";"2014-02-10";"00646000004ZcexAAC";"Hotel";2;176.55
"PE";"Hotel";"Cadena Hotelera Garcilaso";"0014600000ocY9XAAU";"2013-04-02";"00646000004ZaNhAAK";"Hotel";23;1712.62
"PE";"Hotel";"Cancun Bay Resort - PE";"0014600000ocUCUAA2";"2016-07-14";"00646000004Zfb6AAC";"Hotel";8;2507.08
"PE";"Hotel";"Casa Andina Pucallpa";"0014600000ocgJcAAI";"2015-05-21";"00646000004ZeIlAAK";"Hotel";9;1011.32
"PE";"Hotel";"Casa Consuelo";"0014600000ocXUEAA2";"2014-12-23";"00646000004ZdrdAAC";"Hotel";4;316.44
"PE";"Hotel";"Casa Hacienda San Juan";"0014600000ocYUAAA2";"2013-03-15";"00646000004ZcAtAAK";"Hotel";1;106.60
"PE";"Hotel";"Casa Verde";"0014600000ocYBuAAM";"2013-08-12";"00646000004ZcW2AAK";"Hotel";26;1268.81
"PE";"Hotel";"Casa Wasi House";"0014600000ocWwGAAU";"2015-10-05";"00646000004Zep7AAC";"Hostel";1;53.45
"PE";"Hotel";"Casona Mercaderes";"0014600000ocYAOAA2";"2013-10-23";"00646000004ZXcAAAW";"Hotel";23;1553.79
"PE";"Hotel";"Casona Mercaderes - nuevo VAT";"0014600000ocU1sAAE";"2017-06-15";"00646000004ZgP6AAK";"Hotel";13;503.37
"PE";"Hotel";"Casona Plaza Hotel Centro";"0014600000ocWi4AAE";"2014-06-04";"00646000004ZdFXAA0";"Hotel";5;306.97
"PE";"Hotel";"Casona Plaza Hotel Puno";"0014600000ocYHIAA2";"2013-12-03";"00646000004ZXpQAAW";"Hotel";2;144.78
"PE";"Hotel";"Costa del Sol Cajamarca";"0014600000ocYRwAAM";"2014-02-11";"00646000004ZcfKAAS";"Hotel";11;1719.34
"PE";"Hotel";"Costa del Sol Chiclayo";"0014600000ocWY8AAM";"2014-03-20";"00646000004ZcsOAAS";"Hotel";2;139.89
"PE";"Hotel";"Costa Dorada Inn Duplicada cambio Ruc";"0014600000ocXSuAAM";"2017-03-01";"00646000004ZgDiAAK";"Hotel";5;320.72
"PE";"Hotel";"Cusco Plaza I Saphy";"0014600000pCZuuAAG";"2017-08-03";"00646000006F5c0AAC";"Hotel  City";3;274.90
"PE";"Hotel";"Departamento Condominio Nuevo Paracas";"0014600000ocXZcAAM";"2015-01-08";"00646000004ZdupAAC";"Vacation Home / Apartment / Condo";8;3003.12
"PE";"Hotel";"Departamento Paracas (Sotavento)";"0014600000ocUPWAA2";"2014-02-03";"00646000004ZcccAAC";"Hotel";16;6910.34
"PE";"Hotel";"Dorado Express";"0014600000ocXp8AAE";"2015-04-07";"00646000004ZeAXAA0";"Hotel";38;2473.78
"PE";"Hotel";"Dorado Plaza";"0014600000ocXAxAAM";"2014-10-31";"00646000004ZdhsAAC";"Hotel";8;533.30
"PE";"Hotel";"Double Tree by Hilton Hotel-PE";"0014600000ocgghAAA";"2015-06-25";"00646000004ZeQYAA0";"Hotel";36;3441.43
"PE";"Hotel";"Ecolodge Huaca de Piedra - OPT";"0014600000ocXobAAE";"2015-03-10";"00646000004Ze53AAC";"Hotel";2;89.80
"PE";"Hotel";"El Palacio de los Lirios";"0014600000ocXQrAAM";"2017-01-09";"00646000004Zg5kAAC";"Hotel";2;84.91
"PE";"Hotel";"El Pueblo Resort & Convention Center";"0014600000ocWm3AAE";"2014-07-09";"00646000004ZdMuAAK";"Hotel";6;378.75
"PE";"Hotel";"Gran Palma Huancayo";"0014600000ocXGiAAM";"2014-12-16";"00646000004ZdqrAAC";"Hotel";17;1219.63
"PE";"Hotel";"Gran Palma Huancayo";"0014600000ocXzgAAE";"2016-12-27";"00646000004Zg2CAAS";"Hotel";4;342.10
"PE";"Hotel";"Hacienda La Florida";"0014600000ocWdZAAU";"2014-05-16";"00646000004ZdERAA0";"Hotel";6;560.18
"PE";"Hotel";"Hostal Mar Azul";"0014600000ocggUAAQ";"2015-06-05";"00646000004ZeP4AAK";"Hostel";2;117.29
"PE";"Hotel";"Hostal Mochileros";"0014600000ocYSaAAM";"2013-06-18";"00646000004ZcMIAA0";"Hostel";10;365.92
"PE";"Hotel";"Hostel Restobar Rochabus";"0014600000ocWXRAA2";"2016-01-07";"00646000004Zf4LAAS";"Hostel";5;92.55
"PE";"Hotel";"Hotel Acuario & Suites";"0014600000ocWlbAAE";"2014-04-23";"00646000004Zd2qAAC";"Hotel";21;989.33
"PE";"Hotel";"Hotel Anaconda";"0014600000ocYHVAA2";"2013-02-26";"00646000004Zaj4AAC";"Hotel";4;231.53
"PE";"Hotel";"Hotel Andean Dreams";"0014600000ocYAUAA2";"2013-10-27";"00646000004ZXcCAAW";"Hotel";20;1508.28
"PE";"Hotel";"Hotel Ciudad de Lago";"0014600000ocU70AAE";"2017-05-15";"00646000004ZgMgAAK";"Hotel";6;291.09
"PE";"Hotel";"Hotel Costa Dorada Inn";"0014600000ocULkAAM";"2016-02-01";"00646000004ZfDjAAK";"Hotel";18;668.92
"PE";"Hotel";"HOTEL DEL CACIQUE PISAC";"0014600000ocUJiAAM";"2015-12-09";"00646000004Zf00AAC";"Hotel";4;229.69
"PE";"Hotel";"Hotel El Parcelero";"0014600000ocZfoAAE";"2016-01-12";"00646000004Zf5MAAS";"Hotel";24;937.10
"PE";"Hotel";"HOTEL ESTELAR MIRAFLORES SUPERIOR";"0014600000ocYP0AAM";"2013-06-11";"00646000004ZcMDAA0";"Hotel";13;1579.45
"PE";"Hotel";"Hotel Excalibur";"0014600000ocdIjAAI";"2015-04-14";"00646000004ZeCoAAK";"Hotel";17;426.09
"PE";"Hotel";"Hotel Hacienda Plaza";"0014600000occWGAAY";"2015-04-14";"00646000004ZeDUAA0";"Hotel";10;763.61
"PE";"Hotel";"Hotel Huarco";"0014600000ocYD3AAM";"2013-07-11";"00646000004ZXaGAAW";"Hotel";2;72.70
"PE";"Hotel";"Hotel Imperial Las Perlas  PE";"0014600000ocXytAAE";"2016-08-11";"00646000004ZfjpAAC";"Hotel";2;216.86
"PE";"Hotel";"Hotel Inka Path";"0014600000ocWZ3AAM";"2014-03-03";"00646000004ZcoFAAS";"Hotel";7;217.17
"PE";"Hotel";"Hotel La Princesa";"0014600000ocUUGAA2";"2014-07-01";"00646000004ZdP3AAK";"Hotel";2;133.78
"PE";"Hotel";"Hotel Libertador";"0014600000ocYGxAAM";"2013-08-23";"00646000004ZXbLAAW";"Hotel";15;3324.75
"PE";"Hotel";"Hotel Radisson";"0014600000ocVbDAAU";"2014-01-25";"00646000004ZccrAAC";"Hotel";26;2545.56
"PE";"Hotel";"Hotel Samiria Jungle";"0014600000ocUP5AAM";"2014-02-10";"00646000004ZciNAAS";"Hotel";5;676.56
"PE";"Hotel";"Hotel San Agustin Dorado";"0014600000ocX7uAAE";"2014-09-19";"00646000004ZdamAAC";"Hotel";2;359.81
"PE";"Hotel";"Hotel San Pedro of the Ashiana";"0014600000ocWfVAAU";"2014-05-25";"00646000004ZdG4AAK";"Hotel";11;900.75
"PE";"Hotel";"Hotel Sol de Luna";"0014600000ocYTzAAM";"2013-03-13";"00646000004ZcAXAA0";"Hotel";34;1646.34
"PE";"Hotel";"Hotel Tartar Cajamarca";"0014600000ocYAYAA2";"2013-11-05";"00646000004ZXtOAAW";"Hotel";11;1071.80
"PE";"Hotel";"Hotel Vallehermoso de Lunahuana";"0014600000ocUBmAAM";"2017-06-23";"00646000004ZgZ9AAK";"Hotel  City";4;438.62
"PE";"Hotel";"Hotel Villa Kitzia";"0014600000ocXpvAAE";"2015-04-06";"00646000004ZeDJAA0";"Hotel";14;701.30
"PE";"Hotel";"Hotel Yanachaga";"0014600000ocX0eAAE";"2014-09-04";"00646000004ZdZ9AAK";"Hotel";5;248.94
"PE";"Hotel";"Hoteles San Agustin";"0014600000ocWYfAAM";"2014-03-03";"00646000004Zcl7AAC";"Hotel";7;712.60
"PE";"Hotel";"Hoteles San Agustin";"0014600000ocYkNAAU";"2014-01-28";"00646000004Zcb6AAC";"Hotel";161;25580.54
"PE";"Hotel";"IFK Lodge";"0014600000ocUg3AAE";"2016-11-10";"00646000004ZfupAAC";"Boutique Hotel";1;76.36
"PE";"Hotel";"Inca Peru";"0014600000occTWAAY";"2015-04-10";"00646000004ZeCnAAK";"Hotel";13;335.68
"PE";"Hotel";"Independencia Puno Inn";"0014600000ocXx2AAE";"2015-10-15";"00646000004ZeqLAAS";"Hostel";17;492.68
"PE";"Hotel";"Inkallpa Valle Sagrado Lodge & Spa";"0014600000ocUmxAAE";"2014-07-02";"00646000004ZdK5AAK";"Hotel";26;1891.91
"PE";"Hotel";"Inkawasi Hotel";"0014600000ocYVGAA2";"2014-01-06";"00646000004ZcZFAA0";"Hotel";17;2016.84
"PE";"Hotel";"Killawasi Lodge";"0014600000ocYB7AAM";"2013-04-03";"00646000004ZakVAAS";"Hotel";10;528.42
"PE";"Hotel";"Krapaia Suites";"0014600000ocWpxAAE";"2017-01-13";"00646000004Zg2iAAC";"Hotel";16;1448.41
"PE";"Hotel";"La Colina Residencial & Suites";"0014600000ocXtHAAU";"2015-11-03";"00646000004ZeviAAC";"Hotel";12;1218.11
"PE";"Hotel";"La Posada Inn";"0014600000ocWotAAE";"2014-06-24";"00646000004ZdMNAA0";"Hostel";50;2501.58
"PE";"Hotel";"Laguna Azul - Albergue Turístico";"0014600000ocXuGAAU";"2015-11-19";"00646000004ZekiAAC";"Hotel";19;870.82
"PE";"Hotel";"Lancaster House - PE";"0014600000ocdIhAAI";"2015-05-14";"00646000004ZeIdAAK";"Hotel";1;193.04
"PE";"Hotel";"Las Palmeras de Chincha";"0014600000ocXZPAA2";"2015-02-05";"00646000004Ze1NAAS";"Hotel";52;3481.44
"PE";"Hotel";"Lodge El Refugio";"0014600000oce2GAAQ";"2016-12-21";"00646000004Zg0AAAS";"Resort";4;372.64
"PE";"Hotel";"Los Pinos Lodge";"0014600000ocYSKAA2";"2013-04-26";"00646000004ZakAAAS";"Hotel";2;90.11
"PE";"Hotel";"Luna Nueva de Colan";"0014600000ocUpfAAE";"2014-05-05";"00646000004ZdA4AAK";"Hotel";2;84.91
"PE";"Hotel";"Maliah de Costa Azul Boutique";"0014600000ocXpNAAU";"2015-03-26";"00646000004Ze8gAAC";"Hotel";24;2662.24
"PE";"Hotel";"Mamho Business Hotel";"0014600000ocU2LAAU";"2017-06-21";"00646000004ZgPSAA0";"Hotel  City";6;260.24
"PE";"Hotel";"Mirador Sambleño";"0014600000ocXZMAA2";"2015-01-26";"00646000004ZdzmAAC";"Hostel";4;175.94
"PE";"Hotel";"Newport Group";"0014600000p4d6pAAA";"2014-02-20";"00646000006RaXWAA0";"Hotel";1;563.85
"PE";"Hotel";"Noelani Boutique Costa Azul";"0014600000ocXnZAAU";"2015-04-08";"00646000004ZeAaAAK";"Hotel";20;2339.69
"PE";"Hotel";"Palmetto La Perla";"0014600000ocXn3AAE";"2015-03-19";"00646000004Ze7JAAS";"Hotel";1;51.62
"PE";"Hotel";"Panamericana Hotel Providencia - pe";"0014600000ocX65AAE";"2016-06-22";"00646000004ZfaAAAS";"Hotel";1;70.86
"PE";"Hotel";"Peruvian Hostal";"0014600000ocXQ9AAM";"2017-01-16";"00646000004Zg7cAAC";"Hostel";2;121.57
"PE";"Hotel";"Plaza Trujillo Hotel";"0014600000ocXqHAAU";"2015-02-23";"00646000004Ze2jAAC";"Hostel";6;362.26
"PE";"Hotel";"Royal Kerkus Hotel";"0014600000ocemNAAQ";"2015-07-30";"00646000004ZeXXAA0";"Hotel";9;308.80
"PE";"Hotel";"San Agustin - Colonial";"0014600000occTeAAI";"2015-05-12";"00646000004ZeIDAA0";"Hotel";6;566.29
"PE";"Hotel";"San Agustin - Riviera";"0014600000occTCAAY";"2015-05-12";"00646000004ZeI9AAK";"Hotel";13;689.38
"PE";"Hotel";"San Agustin Internacional";"0014600000ocX7yAAE";"2014-09-19";"00646000004ZdanAAC";"Hotel";19;2336.94
"PE";"Hotel";"Sauce Lodge - Laguna Azul";"0014600000ocUPcAAM";"2014-02-13";"00646000004Zcg7AAC";"Hotel";21;1276.45
"PE";"Hotel";"Sol del Cusco";"0014600000ocXplAAE";"2015-02-26";"00646000004Ze2xAAC";"Hotel";1;88.27
"PE";"Hotel";"Sonesta Olivar";"0014600000ocWEKAA2";"2014-01-25";"00646000004ZXRvAAO";"Spa Hotel";2;429.76
"PE";"Hotel";"Sonesta Posadas del Inca Yucay";"0014600000ocWf5AAE";"2014-05-12";"00646000004Zd8rAAC";"Hotel";21;1661.30
"PE";"Hotel";"STE - Hollywood Suites- Surco";"0014600000ocWZiAAM";"2014-03-21";"00646000004Zcs1AAC";"Hotel";79;1696.74
"PE";"Hotel";"Suyox Tarapoto Hotel";"0014600000ocXowAAE";"2015-03-27";"00646000004ZeAUAA0";"Hotel";14;712.90
"PE";"Hotel";"Tierra del Inka";"0014600000ocWxKAAU";"2014-08-05";"00646000004ZdTKAA0";"Hotel";66;4815.00
"PE";"Hotel";"Tierra del Sol Hoteles";"0014600000ocYT4AAM";"2013-07-23";"00646000004ZcWgAAK";"Hotel";45;5463.15
"PE";"Hotel";"Tocapu Boutique Hotel";"0014600000ocXntAAE";"2015-03-02";"00646000004Ze4AAAS";"Boutique Hotel";2;207.09
"PE";"Hotel";"Villa Caral";"0014600000ocXl9AAE";"2015-03-17";"00646000004Ze7yAAC";"Hotel";1;73.00
"PE";"Hotel";"Viña De Los Reyes";"0014600000ocWn0AAE";"2014-06-19";"00646000004ZdIKAA0";"Hotel";81;4007.11
"PE";"Hotel";"YMCA Perú";"0014600000ocYOSAA2";"2013-03-04";"00646000004ZbOaAAK";"Hotel";22;692.13
"PE";"Hotel";"YMCA Perú";"0014600000ocYOSAA2";"2013-03-04";"00646000004ZbObAAK";"Hotel";138;4181.82
"PE";"Hotel";"Yuripari Laguna Lodge";"0014600000ocY9tAAE";"2013-07-09";"00646000004ZamEAAS";"Hotel";38;2981.73
"PE";"Hotel";"Zona Nautica Inversiones Sac";"0014600000oce2TAAQ";"2016-10-20";"00646000004ZfrPAAS";"Hotel  Beach";62;7353.23
"PE";"Hotel";"Zona Nautica Inversiones Sac";"0014600000ocWeUAAU";"2014-05-31";"00646000004ZdFWAA0";"Hotel";10;919.38
"PE";"Household Appliances";"DREAM POWER SAC";"0014600000ocWiaAAE";"2014-05-06";"00646000004Zd73AAC";"Home & Garden  Household Essentials";7;810.34
"PE";"Household Appliances";"Helen of Troy";"0014600000ocY86AAE";"2013-05-06";"00646000004ZcH5AAK";"Home & Garden  Small Appliances (NonKitchen)";16;752.61
"PE";"Household Appliances";"IMPORTADORA TEC";"0014600000ocUOFAA2";"2016-05-25";"00646000004ZfUDAA0";"Home & Garden  Cooking Appliances";1;27.46
"PE";"Household Appliances";"Megimperu EIRL";"0014600000pCZv8AAG";"2017-08-10";"00646000006F5aBAAS";"Home & Garden  Kitchen Tools & Utensils";1;15.27
"PE";"Household Appliances";"Remington";"0014600000ocYO9AAM";"2013-12-27";"00646000004ZcRrAAK";"Home & Garden  Small Appliances (NonKitchen)";77;1323.48
"PE";"Household Appliances";"Spectrum Brands";"0014600000ocYKMAA2";"2013-12-12";"00646000004ZcRfAAK";"Home & Garden  Small Appliances (NonKitchen)";28;384.86
"PE";"Household Appliances";"Spectrum Brands";"0014600000ocYKMAA2";"2013-12-12";"00646000004ZcRgAAK";"Home & Garden  Small Appliances (NonKitchen)";12;3295.12
"PE";"Household Appliances";"Spectrum Brands";"0014600000ocYKMAA2";"2013-12-12";"00646000004ZcRiAAK";"Home & Garden  Small Appliances (NonKitchen)";41;624.91
"PE";"Household Appliances";"Whirlpool - PE";"0014600000ocdJTAAY";"2015-04-26";"00646000004ZeHlAAK";"Home & Garden  Microwaves";10;1035.45
"PE";"Houshold";"Cepillo  Brushbuddies ®";"0014600000ocXLfAAM";"2014-12-19";"00646000004Zds4AAC";"Home & Garden  Cleaning Supplies  Brushes";2;14.60
"PE";"Houshold";"Neopan";"0014600000ocUDUAA2";"2016-07-15";"00646000004ZfgoAAC";"Baby & Toddler  Diapers";57;1123.82
"PE";"Ice Skating";"Arequipa Skating Perú SAC";"0014600000ocU8qAAE";"2017-06-16";"00646000004ZgWAAA0";"Skating  Ice  Recreational";22;196.09
"PE";"Indoor Play Area";"Alegria Show";"0014600000occUHAAY";"2015-05-06";"00646000004ZeIpAAK";"Party  Childrens";6;433.12
"PE";"Indoor Play Area";"Play Kids";"0014600000ocXTBAA2";"2017-02-10";"00646000004Zg9EAAS";"Indoor Play Area";50;189.37
"PE";"Indoor Play Area";"Sonrisitas alquiler de juegos infantiles";"0014600000oce4fAAA";"2015-07-16";"00646000004ZeVwAAK";"Event Planner";22;671.97
"PE";"Indoor Play Area";"Yupi shows";"0014600000ocXD2AAM";"2014-10-13";"00646000004Zdg6AAC";"Event Planner";11;859.52
"PE";"Indoor Swimming Pool";"Vanguard Schools";"0014600000ocXAEAA2";"2014-10-22";"00646000004ZdiBAAS";"Swimming  Training";27;655.48
"PE";"Indoor_Other";"BELIEVE LIMA - FIESTA DE FIN DE AÑO 2016";"0014600000ocdK9AAI";"2016-12-12";"00646000004Zg1HAAS";"Festival  Art";152;5023.32
"PE";"Indoor_Other";"Enigmatik";"0014600000ocXtzAAE";"2015-11-11";"00646000004ZelBAAS";"Room Escape Game";84;1790.51
"PE";"Indoor_Other";"Jumpark";"0014600000occVCAAY";"2015-04-16";"00646000004ZeFZAA0";"Playground /Childrens Park";5;288.64
"PE";"Indoor_Other";"Urbano Producciones";"0014600000ocU5uAAE";"2017-04-04";"00646000004ZgCTAA0";"Festival  Art";112;4855.93
"PE";"Injections";"Medibell 2";"0014600000occUlAAI";"2015-05-15";"00646000004ZeJKAA0";"Facial  PRP / Platelet Rich Plasma / Vampire";17;1103.57
