"country";"Tercera";"Account_Name";"Account_ID_18";"accCreatedDate";"Opp_18";"oppPrimary_Deal_Services__c";"cupones";"Cash_in_USD"
"AR";NULL;"Gabriela Alejandra Desiata";"0014600000od8lbAAA";"2016-06-27";"00646000006QTIaAAO";"Home & Garden  Kitchen Tools & Utensils  Specialty Tools & Gadgets";4;218.92
"AR";"Accessories";"Bright touch, soportes de lcd";"0014600000od4kAAAQ";"2016-07-04";"00646000006QhPHAA0";"Electronics  Adapters";27;516.90
"AR";"Accessories";"Bright touch, soportes de lcd";"0014600000od4kAAAQ";"2016-07-04";"00646000006QWR1AAO";"Electronics  Adapters";65;2097.24
"AR";"Accessories";"Bright touch, soportes de lcd";"0014600000od4kAAAQ";"2016-07-04";"00646000006RK41AAG";"Electronics  Adapters";9;352.40
"AR";"Accessories";"Bright touch, soportes de lcd";"0014600000od4kAAAQ";"2016-07-04";"00646000006RKiZAAW";"Electronics  Adapters";3;35.36
"AR";"Accessories";"Bright touch, soportes de lcd";"0014600000od4kAAAQ";"2016-07-04";"00646000006RPYwAAO";"Electronics  Cables";18;221.08
"AR";"Accessories";"Bright touch, soportes de lcd";"0014600000od4kAAAQ";"2016-07-04";"00646000006RQF8AAO";"Electronics  Adapters";2;37.46
"AR";"Accessories";"Ilfa Corp";"0014600000od9YXAAY";"2017-01-30";"00646000006RSPYAA4";"Electronics  Tablet Accessories  Car Mounts";11;153.23
"AR";"Accessories";"Ilfa Corp";"0014600000od9YXAAY";"2017-01-30";"00646000006RSw7AAG";"Electronics  Tablet Accessories  Car Mounts";20;275.37
"AR";"Accommodation";"APARTUR BUENOS AIRES";"0014600000od8d3AAA";"2016-06-06";"00646000006RJrdAAG";"Resort";78;5579.66
"AR";"Accommodation";"Barradas Parque Hotel";"0014600000ocy2qAAA";"2017-06-09";"00646000006RUIDAA4";"Hotel  City";1;318.50
"AR";"Accommodation";"Cabañas Carilo Cottage";"0014600000od8j6AAA";"2016-07-01";"00646000006Qhv8AAC";"Cottage";16;1301.08
"AR";"Accommodation";"Carilo Cottage Nuevo Vat";"0014600000odAARAA2";"2016-05-30";"00646000006RPqsAAG";"Cottage";42;3628.64
"AR";"Accommodation";"Centro Guest House Buzios";"0014600000pCaNVAA0";"2017-08-09";"00646000006F6nLAAS";"Hotel  Beach";4;1070.12
"AR";"Accommodation";"Complejo de Cabañas Carilo Cottage";"0014600000ocxsvAAA";"2017-05-05";"00646000006RVcmAAG";"Cottage";46;5138.70
"AR";"Accommodation";"Hotel Imperial Las Perlas (ar)";"0014600000p2VGFAA2";"2016-08-02";"00646000006Qhi2AAC";"Hotel  Family  Beach";64;24646.44
"AR";"Accommodation";"Howard Johnson - San Pedro Hotel & Marinas";"0014600000ocxm1AAA";"2017-04-12";"00646000006RUB7AAO";"Resort";28;9798.79
"AR";"Accommodation";"LA CASA DE MABEL";"0014600000odAnsAAE";"2017-07-11";"00646000006RVANAA4";"Hotel  Outdoor";6;378.84
"AR";"Accommodation";"Naranjo En Flor Hostería";"0014600000od8a0AAA";"2016-06-03";"00646000006QZ7PAAW";"Lodge";18;2770.36
"AR";"Accommodation";"Salinas De Almiron";"0014600000p2WB5AAM";"2016-12-13";"00646000006RQudAAG";"Resort";70;40681.33
"AR";"Accommodation";"Tilcara Pinamar Ar";"0014600000p2W0fAAE";"2016-11-30";"00646000006RFPKAA4";"Hotel  Family";5;3185.33
"AR";"Adventure Pool";"Acqualandia";"0014600000p2W3BAAU";"2016-11-10";"00646000006RQQ5AAO";"Waterpark";107;2308.38
"AR";"Adventure Pool";"Termas Colon";"0014600000odAjcAAE";"2017-07-04";"00646000006F6obAAC";"Waterpark";1;12.68
"AR";"Adventure Pool";"Termas del Guaychu parque acuatico";"0014600000pCaIfAAK";"2017-08-01";"00646000006F6pLAAS";"Waterpark";70;1156.01
"AR";"Aerobics";"Baila La Vida MADRE";"0014600000ocyB0AAI";"2016-08-24";"00646000006RKmLAAW";"Zumba";2;22.55
"AR";"Aerobics";"Bailares Acrobacia Aérea";"0014600000odAkwAAE";"2017-07-07";"00646000006F6xRAAS";"Dance Class  Fitness";2;36.19
"AR";"Aerobics";"Espacio Prana";"0014600000p2VzEAAU";"2016-11-21";"00646000006RQrPAAW";"Dance Class  Fitness";4;37.97
"AR";"Aerobics";"Jk Dance Center";"0014600000p2VKwAAM";"2016-02-27";"00646000006RKbLAAW";"Dance Class  Fitness";2;22.17
"AR";"Aerobics";"La Viruta Tango Club";"0014600000odBHiAAM";"2016-09-01";"00646000006RQOYAA4";"Dance Class  Fitness";12;195.28
"AR";"Aerobics";"Move";"0014600000ocxaiAAA";"2017-05-15";"00646000006RUxQAAW";"Zumba";38;370.94
"AR";"Anti-Aging Face Care";"Crysalida estética y medicina";"0014600000od5goAAA";"2016-06-16";"00646000006RPgpAAG";"Facial  AntiAging";18;192.54
"AR";"Archery";"Flechar**";"0014600000od5oAAAQ";"2016-06-23";"00646000006RLh1AAG";"Archery  Recreational";93;923.01
"AR";"Audio & HiFi";"Casas Maria Elena";"0014600000ocymZAAQ";"2017-03-23";"00646000006RTW4AAO";"Electronics  Headphones & Earphones";40;522.32
"AR";"Audio & HiFi";"Casas Maria Elena";"0014600000ocymZAAQ";"2017-03-23";"00646000006RTXKAA4";"Electronics  Portable Speakers";12;240.58
"AR";"Audio & HiFi";"DistecnaComSA";"0014600000od8ZzAAI";"2016-06-02";"00646000006RQDrAAO";"Electronics  Headphones & Earphones";3;101.88
"AR";"Audio & HiFi";"ITBrockers S.A.";"0014600000odA1tAAE";"2016-05-06";"00646000006RQ8KAAW";"Electronics  Headphones & Earphones";12;190.76
"AR";"Audio & HiFi";"Soluzioni";"0014600000od9ePAAQ";"2017-03-27";"00646000006RTaqAAG";"Electronics  Portable Audio  Other";3;157.31
"AR";"Audio & HiFi";"Soluzioni";"0014600000od9ePAAQ";"2017-03-27";"00646000006RTGoAAO";"Electronics  Portable Audio  Other";2;105.13
"AR";"Audio & HiFi";"TodoMúsica";"0014600000ocxuFAAQ";"2017-06-15";"00646000006RTppAAG";"Electronics  Headphones & Earphones";1;41.09
"AR";"Audio & HiFi";"YuYu";"0014600000pCaStAAK";"2017-08-08";"00646000006F6d6AAC";"Electronics  Portable Speakers  Wireless";6;74.16
"AR";"Audio & HiFi";"YuYu";"0014600000pCaStAAK";"2017-08-08";"00646000006F6ePAAS";"Electronics  Portable Audio  Other";1;144.31
"AR";"Audio & HiFi";"YuYu";"0014600000pCaStAAK";"2017-08-08";"00646000006F6eQAAS";"Electronics  Portable Audio  Other";11;1583.58
"AR";"Audio & HiFi";"YuYu";"0014600000pCaStAAK";"2017-08-08";"00646000006F6jZAAS";"Electronics  Portable Speakers  Wireless";4;49.31
"AR";"Audio & HiFi";"YuYu";"0014600000pCaStAAK";"2017-08-08";"00646000006F6u5AAC";"Electronics  Portable Speakers  Wireless";7;86.97
"AR";"Audio & HiFi";"YuYu";"0014600000pCaStAAK";"2017-08-08";"00646000006F6VUAA0";"Electronics  Portable Audio  Other";9;1295.73
"AR";"Bags";"Cubritas";"0014600000ocyRjAAI";"2016-10-04";"00646000006RQVMAA4";"Luggage & Bags  Carry On Luggage";27;927.21
"AR";"Bags";"Marcelo Junovich";"0014600000od9YrAAI";"2017-01-13";"00646000006RRSxAAO";"Luggage & Bags  Luggage Sets";11;2392.74
"AR";"Bags";"Modax SRL";"0014600000odAGZAA2";"2016-04-08";"00646000006RJwgAAG";"Luggage & Bags  Carry On Luggage";5;700.52
"AR";"Bags";"Pelizzari Pablo Enrique";"0014600000p2VGtAAM";"2016-03-14";"00646000006RKd9AAG";"Luggage & Bags  Carry On Luggage";2;445.86
"AR";"Barber";"Mr. Barba";"0014600000ocxrfAAA";"2017-06-07";"00646000006RVJcAAO";"Haircut  Men / Barber";3;31.67
"AR";"Beach Holiday";"Cancun Bay Resort - AR";"0014600000odALmAAM";"2016-04-22";"00646000006RKJAAA4";"Beach Resort";18;12563.04
"AR";"Beach Party";"Balneario Hr";"0014600000p2W51AAE";"2016-12-02";"00646000006RQcuAAG";"Party  Beach";10;808.52
"AR";"Beach Party";"Mirador 9";"0014600000p2Sf3AAE";"2016-12-19";"00646000006R43gAAC";"Party  Beach";4;369.28
"AR";"Beach Party";"Mirador Waikiki";"0014600000p2W5eAAE";"2016-12-20";"00646000006RSiAAAW";"Party  Beach";21;1457.69
"AR";"Beach Party";"Via Mare";"0014600000p2W54AAE";"2016-12-19";"00646000006RSiIAAW";"Party  Beach";13;445.16
"AR";"Bed & Breakfast";"Aires De San Lorenzo";"0014600000ocym6AAA";"2016-07-25";"00646000006RQUHAA4";"Bed & Breakfast";10;795.77
"AR";"Beer";"Aberdeen International SA";"0014600000p2VPXAA2";"2016-04-13";"00646000006RPhiAAG";"Food, Beverages & Tobacco  Beer";388;9475.13
"AR";"Beer";"Miller Genuine Draft";"0014600000odBC2AAM";"2016-08-16";"00646000006RKCUAA4";"Food, Beverages & Tobacco  Beer";3213;63382.17
"AR";"Beer";"Otro Mundo Cervezas";"0014600000p2VOxAAM";"2016-04-01";"00646000006RbSsAAK";"Food, Beverages & Tobacco  Beer";1430;30248.34
"AR";"Beer";"Patagonia Brewing Company S.A";"0014600000ocy1JAAQ";"2017-06-06";"00646000006RVQZAA4";"Food, Beverages & Tobacco  Beer";177;3025.34
"AR";"Body Shaping (Weight Loss)";"BLISS Espacio De Belleza";"0014600000pCaS4AAK";"2017-08-22";"00646000006F6U0AAK";"Cavitation";1;24.53
"AR";"Body Shaping (Weight Loss)";"Casa Frida Estetica";"0014600000ocyVyAAI";"2015-12-09";"00646000006QhOAAA0";"Fat / Cellulite Reduction  NonBranded";8;445.48
"AR";"Body Shaping (Weight Loss)";"Centro De Nutrición Mv";"0014600000od9LtAAI";"2017-02-08";"00646000006RSXJAA4";"Weight Loss Program";1;10.13
"AR";"Body Shaping (Weight Loss)";"Daniela Manzini";"0014600000p2PmIAAU";"2016-09-01";"00646000006RLsqAAG";"Fat / Cellulite Reduction  NonBranded";11;614.13
"AR";"Body Shaping (Weight Loss)";"Espacio NM tu espacio, tu bienestar";"0014600000odBDhAAM";"2016-09-05";"00646000006Q9EgAAK";"Fat / Cellulite Reduction  NonBranded";41;3324.09
"AR";"Body Shaping (Weight Loss)";"Imaginate Estetica";"0014600000od9agAAA";"2017-03-09";"00646000006RTivAAG";"Endermologie";2;120.93
"AR";"Body Shaping (Weight Loss)";"Integrum Estetica";"0014600000ocyPKAAY";"2016-10-14";"00646000006QW2HAAW";"Fat / Cellulite Reduction  NonBranded";10;664.14
"AR";"Body Shaping (Weight Loss)";"Integrum Estetica";"0014600000ocyPKAAY";"2016-10-14";"00646000006QW7pAAG";"Fat / Cellulite Reduction  NonBranded";9;601.51
"AR";"Body Shaping (Weight Loss)";"Kineart";"0014600000p2VGGAA2";"2016-03-10";"00646000006RJkqAAG";"Fat / Cellulite Reduction  NonBranded";6;260.84
"AR";"Body Shaping (Weight Loss)";"LG Dermoestetica";"0014600000odBGeAAM";"2016-09-14";"00646000006RKGxAAO";"Fat / Cellulite Reduction  NonBranded";4;350.17
"AR";"Body Shaping (Weight Loss)";"LG Dermoestetica";"0014600000odBGeAAM";"2016-09-14";"00646000006RKMsAAO";"Fat / Cellulite Reduction  NonBranded";4;389.03
"AR";"Body Shaping (Weight Loss)";"Mafar Godoy Cruz";"0014600000p2W0CAAU";"2016-11-07";"00646000006RFb4AAG";"Endermologie";38;1185.82
"AR";"Body Shaping (Weight Loss)";"Medicina Laser Rosario";"0014600000od9VIAAY";"2017-03-10";"00646000006RTHbAAO";"Fat / Cellulite Reduction  Branded (Zerona, Velashape)";3;375.71
"AR";"Body Shaping (Weight Loss)";"Medicina Laser Rosario";"0014600000od9VIAAY";"2017-03-10";"00646000006RTjCAAW";"Fat / Cellulite Reduction  Branded (Zerona, Velashape)";2;206.30
"AR";"Body Shaping (Weight Loss)";"Modelest";"0014600000od8dfAAA";"2016-06-10";"00646000006RK2AAAW";"Fat / Cellulite Reduction  Branded (Zerona, Velashape)";10;635.22
"AR";"Body Shaping (Weight Loss)";"Nueva Desoriano Estética";"0014600000od8jHAAQ";"2016-06-06";"00646000006QZIqAAO";"Fat / Cellulite Reduction  NonBranded";2;138.77
"AR";"Body Shaping (Weight Loss)";"Nueva Desoriano Estética";"0014600000od8jHAAQ";"2016-06-06";"00646000006QZJGAA4";"Fat / Cellulite Reduction  NonBranded";9;589.41
"AR";"Body Shaping (Weight Loss)";"Nueva Desoriano Estética";"0014600000odAH5AAM";"2016-04-25";"00646000006RKbEAAW";"Fat / Cellulite Reduction  NonBranded";4;225.29
"AR";"Body Shaping (Weight Loss)";"Nueva Desoriano Estética";"0014600000odAH5AAM";"2016-04-25";"00646000006ROxkAAG";"Fat / Cellulite Reduction  NonBranded";9;413.56
"AR";"Body Shaping (Weight Loss)";"Reina Sofia Esthetic";"0014600000odB9rAAE";"2016-08-30";"00646000006RKGyAAO";"Fat / Cellulite Reduction  NonBranded";4;117.61
"AR";"Body Shaping (Weight Loss)";"Vip Dherma";"0014600000ocyDKAAY";"2016-09-16";"00646000006RS1WAAW";"Fat / Cellulite Reduction  NonBranded";1;53.46
"AR";"Boot Camp";"Anubis Crossfit II";"0014600000ocyRnAAI";"2016-10-14";"00646000006Q4DZAA0";"CrossFit";20;210.25
"AR";"Boot Camp";"Athan CrossFit Avenida";"0014600000ocy8YAAQ";"2016-07-21";"00646000006RKEzAAO";"CrossFit";15;278.74
"AR";"Boot Camp";"atila gym";"0014600000od6wZAAQ";"2016-04-18";"00646000006RPhhAAG";"CrossFit";2;32.37
"AR";"Boot Camp";"Crossfit 4 Life";"0014600000ocxZZAAY";"2017-05-23";"00646000006RVPdAAO";"CrossFit";4;95.31
"AR";"Boot Camp";"Crossfit Koga";"0014600000ocyLqAAI";"2016-09-23";"00646000006QZXSAA4";"CrossFit";16;284.41
"AR";"Boot Camp";"CrossFit Korvo";"0014600000odAEcAAM";"2016-04-21";"00646000006R40mAAC";"CrossFit";22;236.88
"AR";"Boot Camp";"Crossfit Suyai Parque Chas";"0014600000od8lsAAA";"2016-06-27";"00646000006RLhRAAW";"CrossFit";13;206.24
"AR";"Boot Camp";"El Palacio Gym";"0014600000ocyYMAAY";"2016-02-17";"00646000006RFiYAAW";"CrossFit";2;29.82
"AR";"Boot Camp";"Ion Gym";"0014600000odA2SAAU";"2016-05-09";"00646000006RQGzAAO";"CrossFit";32;449.05
"AR";"Boot Camp";"Licanos Crossfit";"0014600000p2V5JAAU";"2016-02-11";"00646000006RJiEAAW";"CrossFit";12;178.91
"AR";"Boot Camp";"Navajo Crossfit";"0014600000p2V5vAAE";"2016-02-11";"00646000006RTgtAAG";"CrossFit";19;337.10
"AR";"Boot Camp";"Paternal Crossfit";"0014600000p2VhFAAU";"2016-03-03";"00646000006ROKEAA4";"CrossFit";3;48.87
"AR";"Boot Camp";"RT Adrogué";"0014600000p2V6dAAE";"2015-12-30";"00646000006RPeVAAW";"CrossFit";12;228.60
"AR";"Boot Camp";"Tuluka Crossfit";"0014600000pCaKvAAK";"2017-08-14";"00646000006F6fNAAS";"Crossfit";2;254.60
"AR";"Boot Camp";"Tuluka Crossfit";"0014600000pCaKvAAK";"2017-08-14";"00646000006F6gpAAC";"Crossfit";24;3946.25
"AR";"Boot Camp";"Xifos Crossit";"0014600000ocyehAAA";"2016-01-20";"00646000006RPUEAA4";"CrossFit";69;1231.63
"AR";"Botox";"Beauty World";"0014600000ocyVhAAI";"2016-02-01";"00646000006QZuoAAG";"Injection  Botox";2;68.68
"AR";"Botox";"Estetica Total";"0014600000ocxxJAAQ";"2017-06-13";"00646000006RTopAAG";"Injection  Botox";13;884.78
"AR";"Botox";"Natural Surg";"0014600000odAF2AAM";"2016-04-14";"00646000006RQEPAA4";"Injection  Botox";8;305.31
"AR";"Cakes / Pastries / Bread";"CONFITERIA Y PANADERIA MONTSERRAT S.A. - DUPLICATE FOR GOODS";"0014600000p2W0rAAE";"2016-11-29";"00646000006RQd6AAG";"Food, Beverages & Tobacco  Bakery";49;496.39
"AR";"Camping";"Cabañas María Belén";"0014600000odBGxAAM";"2016-08-29";"00646000006RFdHAAW";"Cabin";15;1172.00
"AR";"Camping";"La Casa de La Montaña";"0014600000ocxaMAAQ";"2017-06-15";"00646000006RVgRAAW";"Cabin";79;7246.39
"AR";"Camping";"La Catalina Estancia de Campo - Cabañas";"0014600000od9e9AAA";"2017-03-07";"00646000006RTZ4AAO";"Cabin";6;668.22
"AR";"Camping";"Tierra Nuestra Cabañas";"0014600000od9aWAAQ";"2017-03-02";"00646000006RTExAAO";"Cabin";25;2553.87
"AR";"Camping & Outdoor";"Casa Santos";"0014600000ocxtvAAA";"2017-05-31";"00646000006RUmlAAG";"Sporting Goods  Camping, Backpacking & Hiking  Flashlight  Outdoor";3;77.41
"AR";"Camping & Outdoor";"Casa Santos";"0014600000ocxtvAAA";"2017-05-31";"00646000006RUybAAG";"Sporting Goods  Camping, Backpacking & Hiking  Flashlight  Outdoor";34;1106.69
"AR";"Camping & Outdoor";"Casa Santos";"0014600000ocxtvAAA";"2017-05-31";"00646000006RVEeAAO";"Sporting Goods  Camping, Backpacking & Hiking  Flashlight  Outdoor";20;745.44
"AR";"Camping & Outdoor";"Sublink";"0014600000pCaO8AAK";"2017-08-04";"00646000006F6dXAAS";"Sporting Goods  Camping, Backpacking & Hiking  Glasses / Cups / Mugs";78;620.82
"AR";"Car";"Atahualpa Chapa Y Pintura";"0014600000ocyb9AAA";"2016-02-02";"00646000006RJiHAAW";"Exterior Detail  Teflon Coating";7;140.36
"AR";"Car";"Carrera Neumaticos";"0014600000p2VPIAA2";"2016-04-12";"00646000006R020AAC";"Exterior Detail  Teflon Coating";13;404.39
"AR";"Car";"Cronos Audiocar";"0014600000ocy7uAAA";"2016-07-12";"00646000006RPjTAAW";"Window Tinting";7;235.93
"AR";"Car";"Hyperion Group,electronica";"0014600000od6JEAAY";"2016-05-03";"00646000006RKRPAA4";"Window Tinting";17;455.87
"AR";"Car";"Joaquin Gonzalez Silvestri";"0014600000od9MBAAY";"2017-01-05";"00646000006RSNhAAO";"Inspection Sticker / Emissions Testing";4;44.60
"AR";"Car";"Pap Polarizados";"0014600000od9LcAAI";"2017-02-23";"00646000006RRxOAAW";"Window Tinting";4;139.91
"AR";"Car";"Roma GNC";"0014600000odAIuAAM";"2016-05-30";"00646000006RK4JAAW";"Inspection Sticker / Emissions Testing";7;70.91
"AR";"Car";"Servicio Integral del Automóvil la plata";"0014600000ocy1iAAA";"2017-05-09";"00646000006RV5KAAW";"Exterior Detail  Teflon Coating";5;203.44
"AR";"Car Accessories";"Baggys Argentina";"0014600000od9S7AAI";"2017-02-17";"00646000006RRenAAG";"Automotive  Auto Interior Accessories";76;1005.64
"AR";"Car Accessories";"Baggys Argentina";"0014600000od9S7AAI";"2017-02-17";"00646000006RSPxAAO";"Automotive  Auto Interior Accessories";104;1367.66
"AR";"Car Cleaning";"BOEDO 55 LAVA AUTOS";"0014600000p2UZXAA2";"2016-04-01";"00646000006QAl5AAG";"Exterior Wash";26;153.80
"AR";"Car Cleaning";"Brillo Car";"0014600000odA1EAAU";"2016-04-29";"00646000006RLhWAAW";"Exterior Wash";26;282.50
"AR";"Car Cleaning";"Brillo Car 2";"0014600000p2W5GAAU";"2016-12-15";"00646000006RQtaAAG";"Exterior Wash";2;29.18
"AR";"Car Cleaning";"Dakota";"0014600000p2WXZAA2";"2017-03-06";"00646000006RTd7AAG";"Exterior Wash";21;217.20
"AR";"Car Cleaning";"Lava Autos Titin";"0014600000od9YhAAI";"2017-01-28";"00646000006RRoZAAW";"Exterior Wash";242;1669.85
"AR";"Car Cleaning";"Lavadero Punto Colon";"0014600000od9PCAAY";"2017-03-14";"00646000006RTKMAA4";"Exterior Wash";3;28.48
"AR";"Car Cleaning";"Servicio Integral del Automóvil la plata";"0014600000ocy1iAAA";"2017-05-09";"00646000006RUxbAAG";"Interior Cleaning";12;353.48
"AR";"Car Cleaning";"Servilite";"0014600000od6yvAAA";"2016-01-12";"00646000006RPhVAAW";"Interior Cleaning";23;423.50
"AR";"Car Cleaning";"Top Car";"0014600000pCaLxAAK";"2017-07-27";"00646000006F6dOAAS";"Interior Cleaning";13;388.46
"AR";"Catering";"Alma catering";"0014600000od9WXAAY";"2017-01-24";"00646000006RRuUAAW";"Catering";2;29.18
"AR";"Catering";"Alma catering";"0014600000od9WXAAY";"2017-01-24";"00646000006RS7GAAW";"Catering";2;68.68
"AR";"Catering";"Alma catering";"0014600000od9WXAAY";"2017-01-24";"00646000006RS82AAG";"Catering";6;157.12
"AR";"Catering";"Alma catering";"0014600000od9WXAAY";"2017-01-24";"00646000006RSEhAAO";"Catering";19;765.64
"AR";"Catering";"Arca Patieserie Catering";"0014600000odAGnAAM";"2016-04-08";"00646000006QyQUAA0";"Catering";40;1697.31
"AR";"Catering";"Balboa Catering";"0014600000p2WCoAAM";"2016-10-26";"00646000006RQXFAA4";"Catering";17;838.65
"AR";"Catering";"Berribrothers Servicio de Catering";"0014600000od8dJAAQ";"2016-06-01";"00646000006RK5MAAW";"Catering";21;1185.63
"AR";"Catering";"Bon Appetit Catering";"0014600000ocy7XAAQ";"2017-06-21";"00646000006RTnvAAG";"Catering";3;117.17
"AR";"Catering";"Catering Express Rosario";"0014600000ocxzVAAQ";"2017-05-02";"00646000006RVXKAA4";"Catering";7;378.65
"AR";"Catering";"Catering Las Nenas";"0014600000ocxpJAAQ";"2017-05-22";"00646000006RUIKAA4";"Catering";3;70.53
"AR";"Catering";"Catering Las Nenas";"0014600000ocxpJAAQ";"2017-05-22";"00646000006RVDrAAO";"Catering";8;215.22
"AR";"Catering";"Catering Quinto";"0014600000odAFuAAM";"2016-05-20";"00646000006RKKQAA4";"Catering";29;1127.14
"AR";"Catering";"Catering Rosario";"0014600000od9V6AAI";"2017-03-14";"00646000006RTCYAA4";"Catering";35;1395.50
"AR";"Catering";"Catering Y Pizzas";"0014600000ocyLuAAI";"2016-09-20";"00646000006QZQiAAO";"Catering";56;1673.36
"AR";"Catering";"Dali Eventos";"0014600000ocxbKAAQ";"2017-05-15";"00646000006RTwNAAW";"Catering";22;1232.08
"AR";"Catering";"Dali Eventos";"0014600000ocxbKAAQ";"2017-05-15";"00646000006RVRCAA4";"Catering";5;87.61
"AR";"Catering";"Estylo Café";"0014600000p2WCEAA2";"2016-12-19";"00646000006RS9yAAG";"Catering";15;1423.03
"AR";"Catering";"Lo De Mario - Villa Urquiza";"0014600000ocy8NAAQ";"2016-07-25";"00646000006RQ6xAAG";"Catering";279;6381.55
"AR";"Catering";"Lp Catering Y Eventos";"0014600000ocy8jAAA";"2016-07-18";"00646000006RLu3AAG";"Catering";4;216.37
"AR";"Catering";"MDC Catering";"0014600000odAAVAA2";"2016-05-20";"00646000006RPZVAA4";"Catering";20;800.87
"AR";"Catering";"Mesadulce.com.ar";"0014600000ocxr9AAA";"2017-05-26";"00646000006RU7NAAW";"Catering";16;581.95
"AR";"Catering";"Pizza Pizuela";"0014600000p2WDQAA2";"2016-10-31";"00646000006RQZrAAO";"Catering";7;227.65
"AR";"Catering";"Pronto Catering";"0014600000od8cvAAA";"2016-06-13";"00646000006RKeuAAG";"Catering";91;2661.22
"AR";"Catering";"Romero Catering & Eventos";"0014600000p2W6eAAE";"2016-11-22";"00646000006RQubAAG";"Catering";2;55.94
"AR";"Catering";"Tentate";"0014600000od9zwAAA";"2016-05-23";"00646000006RGrGAAW";"Catering";9;407.32
"AR";"Catering";"Tortas Samsara";"0014600000p2WX0AAM";"2016-03-09";"00646000006QgTuAAK";"Catering";10;255.49
"AR";"Catering";"Vanguardia Catering";"0014600000p2V5pAAE";"2016-04-22";"00646000006RLjpAAG";"Catering";28;1657.94
"AR";"Catering";"You Catering Eventos";"0014600000ocyQAAAY";"2016-10-07";"00646000006QiEeAAK";"Catering";13;546.40
"AR";"Catering";"You Catering Eventos";"0014600000ocyQAAAY";"2016-10-07";"00646000006ROOdAAO";"Catering";13;703.20
"AR";"Catering";"You Catering Eventos";"0014600000ocyQAAAY";"2016-10-07";"00646000006ROOKAA4";"Catering";1;9.49
"AR";"Childrens Park";"Casimiro";"0014600000ocxx3AAA";"2017-06-28";"00646000006RVIGAA4";"Playground /Childrens Park";41;398.21
"AR";"Childrens Park";"Euca Tigre Parque Aereo (Madre)";"0014600000od8cRAAQ";"2016-06-13";"00646000006RKYCAA4";"Playground /Childrens Park";526;16630.60
"AR";"Childrens Park";"Euca Tigre Parque Aereo IV";"0014600000odAJDAA2";"2016-04-06";"00646000006Q80pAAC";"Playground /Childrens Park";214;6595.43
"AR";"Childrens Park";"Euca Tigre Parque Aereo IV";"0014600000odAJDAA2";"2016-04-06";"00646000006RK0tAAG";"Playground /Childrens Park";34;924.35
"AR";"Childrens Park";"Euca Tigre Parque Aereo IV";"0014600000odAJDAA2";"2016-04-06";"00646000006RPiPAAW";"Playground /Childrens Park";68;2005.81
"AR";"Childrens Park";"Euca Tigre Parque Aereo IV";"0014600000p2VNPAA2";"2016-10-07";"00646000006RQJJAA4";"Playground /Childrens Park";194;7673.07
"AR";"Childrens Park";"Hijo 2: Virtual World sucursal centro";"0014600000od9P1AAI";"2017-01-30";"00646000006RRdQAAW";"Playground /Childrens Park";27;241.03
"AR";"Childrens Park";"Loop - Diversion Sin Limites";"0014600000odAkOAAU";"2017-07-14";"00646000006F6Z3AAK";"Playground /Childrens Park";42;601.32
"AR";"Chiropractic / Osteopathy";"Centra Sabemos De Quiropraxia";"0014600000od8evAAA";"2016-06-23";"00646000006RKjlAAG";"Chiropractic / Osteopathy";3;28.48
"AR";"Chocolate / Sweets";"Buhl S A";"0014600000ocyBqAAI";"2016-07-27";"00646000006QdqQAAS";"Cases  Food, Beverages & Tobacco  Chocolate";1039;8915.54
"AR";"Chocolate / Sweets";"Buhl S A";"0014600000ocyBqAAI";"2016-07-27";"00646000006RKYJAA4";"Cases  Food, Beverages & Tobacco  Chocolate";819;7774.95
"AR";"Chocolate / Sweets";"Cachafaz";"0014600000od9N1AAI";"2017-02-24";"00646000006RSKQAA4";"Cases  Food, Beverages & Tobacco  Chocolate";153;3644.06
"AR";"Chocolate / Sweets";"Cachafaz";"0014600000od9N1AAI";"2017-02-24";"00646000006RTEzAAO";"Cases  Food, Beverages & Tobacco  Chocolate";125;2206.19
"AR";"Chocolate / Sweets";"Chocolates Lindt London Supply Group";"0014600000odB8DAAU";"2016-09-08";"00646000006Q8lFAAS";"Cases  Food, Beverages & Tobacco  Chocolate";116;1345.11
"AR";"Chocolate / Sweets";"Chocolates Lindt London Supply Group";"0014600000odB8DAAU";"2016-09-08";"00646000006Q8lGAAS";"Cases  Food, Beverages & Tobacco  Chocolate";41;378.77
"AR";"Chocolate / Sweets";"Chocolates Lindt London Supply Group";"0014600000odB8DAAU";"2016-09-08";"00646000006Q8qFAAS";"Cases  Food, Beverages & Tobacco  Chocolate";101;933.08
"AR";"Chocolate / Sweets";"Chocolates Lindt London Supply Group";"0014600000odB8DAAU";"2016-09-08";"00646000006RKqVAAW";"Cases  Food, Beverages & Tobacco  Chocolate";468;6465.84
"AR";"Cinema Tickets";"Cines Gran Rex";"0014600000p2W8TAAU";"2016-11-14";"00646000006RLnLAAW";"Cinema / Movie Theater";185;678.16
"AR";"Cinema Tickets";"Combo Mediano POP + Gaseosa Hoyts o Cinemark";"0014600000ocyApAAI";"2017-05-09";"00646000006RV8nAAG";"Cinema / Movie Theater";598;3619.53
"AR";"Cinema Tickets";"Espectaculos Infantiles en Teatro el Vitral";"0014600000od8ZoAAI";"2016-06-02";"00646000006RK1rAAG";"Cinema / Movie Theater";11;69.38
